,event_id,investigation_type,event_date,country,injury_severity,aircraft_damage,aircraft_category,make,model,amateur_built,number_of_engines,engine_type,purpose_of_flight,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,event_year,injuries_reported
30011,20001211X14216,Accident,1992-03-12,United States,Non-Fatal,Substantial,,cessna,150M,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1992,True
30014,20001211X14264,Accident,1992-03-13,United States,Non-Fatal,Substantial,,cessna,182Q,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,3.0,VMC,Cruise,1992,True
30015,20001211X14263,Accident,1992-03-13,United States,Non-Fatal,Substantial,,cessna,177B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,IMC,Cruise,1992,True
30018,20001211X14231,Accident,1992-03-14,United States,Fatal(2),Destroyed,,cessna,182A,No,1.0,Reciprocating,Personal,2.0,2.0,0.0,0.0,VMC,Descent,1992,True
30019,20001211X14243,Accident,1992-03-14,United States,Non-Fatal,Substantial,,cessna,180C,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1992,True
30026,20001211X14324,Accident,1992-03-15,United States,Non-Fatal,Substantial,,piper,PA-32-300,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,VMC,Go-around,1992,True
30027,20001211X14319,Accident,1992-03-15,United States,Non-Fatal,Substantial,,cessna,172E,No,1.0,Reciprocating,Personal,0.0,2.0,1.0,0.0,VMC,Cruise,1992,True
30031,20001211X14194,Accident,1992-03-15,United States,Non-Fatal,Substantial,,cessna,150G,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1992,True
30032,20001211X14331,Accident,1992-03-16,United States,Fatal(1),Destroyed,,piper,PA-32-300,No,1.0,Reciprocating,Business,1.0,0.0,0.0,0.0,VMC,Takeoff,1992,True
30034,20001211X14296,Accident,1992-03-16,United States,Non-Fatal,Substantial,,cessna,172P,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1992,True
30036,20001211X14277,Accident,1992-03-16,United States,Non-Fatal,Substantial,,piper,PA-24-180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1992,True
30037,20001211X14244,Accident,1992-03-16,United States,Non-Fatal,Substantial,,piper,PA-46-350P,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1992,True
30041,20001211X14334,Incident,1992-03-18,United States,Incident,Minor,,cessna,402C,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,4.0,VMC,Approach,1992,True
30046,20001211X14235,Incident,1992-03-19,United States,Incident,Minor,,boeing,747-123,No,4.0,Turbo Fan,Unknown,0.0,0.0,0.0,4.0,VMC,Taxi,1992,True
30047,20001211X14232,Accident,1992-03-19,United States,Fatal(2),Destroyed,,cessna,172P,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Approach,1992,True
30056,20001211X14222,Accident,1992-03-21,United States,Fatal(1),Minor,,cessna,182,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,3.0,VMC,Other,1992,True
30057,20001211X14246,Accident,1992-03-21,United States,Non-Fatal,Substantial,,piper,PA-28R,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1992,True
30058,20001211X14196,Accident,1992-03-21,United States,Non-Fatal,Substantial,,piper,PA-18,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1992,True
30063,20001211X14299,Accident,1992-03-22,United States,Non-Fatal,Substantial,,cessna,150F,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,1992,True
30064,20001211X14267,Accident,1992-03-22,United States,Non-Fatal,Substantial,,piper,PA-28-161,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Takeoff,1992,True
30065,20001211X14197,Accident,1992-03-22,United States,Non-Fatal,Substantial,,piper,PA-22-150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,1992,True
30073,20001211X14199,Accident,1992-03-24,United States,Non-Fatal,Substantial,,piper,PA-32-301,No,1.0,Reciprocating,Unknown,0.0,0.0,1.0,1.0,VMC,Takeoff,1992,True
30074,20001211X14279,Accident,1992-03-24,United States,Non-Fatal,Substantial,,cessna,180,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Landing,1992,True
30075,20001211X14310,Accident,1992-03-26,United States,Fatal(1),Destroyed,,piper,PA 28-236,No,1.0,Reciprocating,Business,1.0,0.0,0.0,0.0,IMC,Cruise,1992,True
30076,20001211X14281,Accident,1992-03-26,United States,Fatal(1),Destroyed,,cessna,172M,No,1.0,Reciprocating,Personal,1.0,2.0,0.0,0.0,VMC,Landing,1992,True
30077,20001211X14300,Accident,1992-03-26,United States,Non-Fatal,Substantial,,cessna,R182RG,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Approach,1992,True
30078,20001211X14205,Accident,1992-03-26,United States,Unavailable,Substantial,,piper,PA-18,No,0.0,Unknown,Public Aircraft,0.0,0.0,0.0,0.0,VMC,,1992,False
30079,20001211X14200,Accident,1992-03-26,United States,Non-Fatal,Substantial,,cessna,172N,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,1992,True
30081,20001211X14301,Accident,1992-03-27,United States,Non-Fatal,,,boeing,757-223,No,2.0,Turbo Fan,Unknown,0.0,1.0,0.0,195.0,VMC,Taxi,1992,True
30090,20001211X14269,Accident,1992-03-28,United States,Non-Fatal,Destroyed,,cessna,TR182,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,3.0,VMC,Climb,1992,True
30095,20001211X14201,Accident,1992-03-28,United States,Non-Fatal,Substantial,,cessna,A185F,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Landing,1992,True
30097,20001211X14355,Accident,1992-03-29,United States,Non-Fatal,Substantial,,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1992,True
30098,20001211X14227,Accident,1992-03-29,United States,Non-Fatal,Substantial,,cessna,U206G,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Descent,1992,True
30099,20001211X14202,Accident,1992-03-29,United States,Non-Fatal,Substantial,,piper,PA-28-161,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Cruise,1992,True
30101,20001211X14273,Accident,1992-03-31,United States,Fatal(1),Destroyed,,cessna,T210N,No,1.0,Reciprocating,Business,1.0,3.0,0.0,0.0,VMC,Descent,1992,True
30102,20001211X14255,Accident,1992-03-31,United States,Fatal(2),Destroyed,,cessna,182,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Cruise,1992,True
30108,20001211X14438,Accident,1992-04-01,United States,Fatal(2),Destroyed,,cessna,182P,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Approach,1992,True
30113,20001211X14420,Accident,1992-04-01,United States,Non-Fatal,Substantial,,cessna,172B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,1992,True
30114,20001211X14356,Accident,1992-04-01,United States,Fatal(2),Substantial,,cessna,150,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Cruise,1992,True
30116,20001211X14357,Accident,1992-04-02,United States,Non-Fatal,Substantial,,cessna,U206G,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Takeoff,1992,True
30121,20001211X14448,Accident,1992-04-03,United States,Non-Fatal,Destroyed,,cessna,152,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Cruise,1992,True
30124,20001211X14371,Accident,1992-04-03,United States,Non-Fatal,Substantial,,cessna,210,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Cruise,1992,True
30129,20001211X14358,Accident,1992-04-04,United States,Non-Fatal,Substantial,,piper,PA-31-350,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,IMC,Approach,1992,True
30131,20001211X14482,Accident,1992-04-04,United States,Non-Fatal,Substantial,,boeing,A75N1,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1992,True
30133,20001211X14440,Accident,1992-04-04,United States,Non-Fatal,Substantial,,cessna,172N,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,IMC,Maneuvering,1992,True
30135,20001211X14423,Accident,1992-04-04,United States,Non-Fatal,Substantial,,cessna,182A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,1992,True
30137,20001211X14393,Accident,1992-04-04,United States,Non-Fatal,Substantial,,cessna,172M,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1992,True
30138,20001211X14519,Accident,1992-04-05,United States,Non-Fatal,Destroyed,,cessna,177RG,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,IMC,Descent,1992,True
30143,20001211X14495,Accident,1992-04-05,United States,Fatal(1),Substantial,,piper,PA-28-140,No,1.0,Reciprocating,Personal,1.0,2.0,0.0,0.0,VMC,Takeoff,1992,True
30148,20001211X14372,Accident,1992-04-06,United States,Non-Fatal,Substantial,,cessna,150H,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Descent,1992,True
30150,20001211X14425,Accident,1992-04-07,United States,Non-Fatal,Substantial,,cessna,177,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Maneuvering,1992,True
30164,20001211X14522,Accident,1992-04-09,United States,Non-Fatal,Substantial,,cessna,A185F,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1992,True
30165,20001211X14418,Accident,1992-04-09,United States,Fatal(1),Substantial,,piper,PA-32R-301T,No,1.0,Reciprocating,Public Aircraft,1.0,0.0,0.0,0.0,VMC,Climb,1992,True
30170,20001211X14523,Accident,1992-04-10,United States,Non-Fatal,Substantial,,piper,PA-23-160,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,1992,True
30174,20001211X14513,Accident,1992-04-11,United States,Fatal(5),Destroyed,,cessna,172P,No,1.0,Reciprocating,Personal,5.0,0.0,0.0,0.0,VMC,Maneuvering,1992,True
30176,20001211X14365,Accident,1992-04-11,United States,Fatal(2),Destroyed,,piper,PA-28-140,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Cruise,1992,True
30178,20001211X14427,Accident,1992-04-11,United States,Fatal(1),Substantial,,boeing,A75N1,No,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC,Maneuvering,1992,True
30179,20001211X14398,Accident,1992-04-11,United States,Non-Fatal,Substantial,,cessna,170B,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Takeoff,1992,True
30180,20001211X14496,Accident,1992-04-12,United States,Fatal(4),Destroyed,,piper,PA-28R-200,No,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,IMC,Cruise,1992,True
30181,20001211X14443,Accident,1992-04-12,United States,Fatal(5),Destroyed,,cessna,P210N,No,1.0,Reciprocating,Personal,5.0,0.0,0.0,0.0,IMC,Cruise,1992,True
30182,20001211X14442,Accident,1992-04-12,United States,Fatal(2),Destroyed,,piper,PA-28R-200,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Cruise,1992,True
30183,20001211X14412,Incident,1992-04-12,United States,Incident,,,cessna,310-L,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,1992,True
30185,20001211X14428,Accident,1992-04-12,United States,Non-Fatal,Substantial,,cessna,172M,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,2.0,VMC,Landing,1992,True
30187,20001211X14514,Accident,1992-04-13,United States,Fatal(2),Destroyed,,piper,PA-28R-201T,No,1.0,Reciprocating,Personal,2.0,2.0,0.0,0.0,IMC,Maneuvering,1992,True
30191,20001211X14374,Accident,1992-04-13,United States,Non-Fatal,Substantial,,cessna,172I,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1992,True
30193,20001211X14504,Accident,1992-04-14,United States,Non-Fatal,Substantial,,cessna,172N,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1992,True
30197,20001211X14457,Accident,1992-04-15,United States,Non-Fatal,Destroyed,,cessna,150G,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Cruise,1992,True
30201,20001211X14472,Accident,1992-04-16,United States,Fatal(1),Destroyed,,cessna,152,No,1.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,VMC,Takeoff,1992,True
30203,20001211X14497,Accident,1992-04-17,United States,Fatal(4),Destroyed,,piper,PA-23-250,No,2.0,Reciprocating,Unknown,4.0,0.0,0.0,0.0,IMC,Go-around,1992,True
30205,20001211X14530,Accident,1992-04-17,United States,Non-Fatal,Substantial,,piper,J-5A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,1992,True
30207,20001211X14506,Accident,1992-04-18,United States,Non-Fatal,Destroyed,,cessna,172N,No,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,Cruise,1992,True
30212,20001211X14363,Accident,1992-04-18,United States,Non-Fatal,Substantial,,cessna,182,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1992,True
30213,20001211X14361,Accident,1992-04-18,United States,Non-Fatal,Substantial,,cessna,172M,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,1992,True
30215,20001211X14459,Accident,1992-04-19,United States,Non-Fatal,Substantial,,cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,1992,True
30217,20001211X14378,Accident,1992-04-19,United States,Non-Fatal,Substantial,,piper,PA-24-180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,1992,True
30218,20001211X14377,Accident,1992-04-19,United States,Non-Fatal,Substantial,,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Takeoff,1992,True
30219,20001211X14360,Accident,1992-04-19,United States,Non-Fatal,Substantial,,piper,PA-18-150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1992,True
30220,20001211X14477,Accident,1992-04-20,MISSING,Fatal(1),Destroyed,,piper,PA-28-181,No,1.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,UNK,Unknown,1992,True
30224,20001211X14529,Accident,1992-04-21,United States,Non-Fatal,Substantial,,cessna,150J,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Approach,1992,True
30225,20001211X14461,Accident,1992-04-21,United States,Non-Fatal,Substantial,,piper,PA-22-150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,1992,True
30227,20001211X14362,Accident,1992-04-21,United States,Non-Fatal,Substantial,,cessna,170,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1992,True
30228,20001211X14486,Accident,1992-04-22,United States,Fatal(1),Destroyed,,piper,PA-18-150,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Other,1992,True
30233,20001211X14515,Accident,1992-04-22,United States,Fatal(1),Substantial,,cessna,172M,No,1.0,Reciprocating,Unknown,1.0,1.0,0.0,0.0,VMC,Go-around,1992,True
30243,20001211X14509,Accident,1992-04-23,United States,Non-Fatal,Substantial,,cessna,172N,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1992,True
30246,20001211X14402,Accident,1992-04-23,United States,Non-Fatal,Substantial,,cessna,152,No,1.0,Reciprocating,Personal,0.0,1.0,1.0,2.0,VMC,Cruise,1992,True
30247,20001211X14402,Accident,1992-04-23,United States,Non-Fatal,Substantial,,cessna,152,No,1.0,Reciprocating,Personal,0.0,1.0,1.0,2.0,VMC,Cruise,1992,True
30248,20001211X14381,Accident,1992-04-23,United States,Non-Fatal,Substantial,,piper,PA28-161,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1992,True
30250,20001211X14462,Accident,1992-04-24,United States,Non-Fatal,Substantial,,piper,PA-34-200,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,6.0,VMC,Landing,1992,True
30256,20001211X14475,Accident,1992-04-25,United States,Non-Fatal,Substantial,,boeing,707-324C,No,4.0,Turbo Fan,Unknown,0.0,0.0,0.0,3.0,VMC,Takeoff,1992,True
30257,20001211X14368,Accident,1992-04-26,United States,Fatal(1),Destroyed,,cessna,310R,No,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Cruise,1992,True
30258,20001211X14532,Accident,1992-04-26,United States,Non-Fatal,Substantial,,cessna,172N,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Landing,1992,True
30259,20001211X14489,Accident,1992-04-26,Bahamas,Fatal(1),Substantial,,piper,PA-23-250,No,0.0,Unknown,Personal,1.0,1.0,0.0,6.0,VMC,,1992,True
30260,20001211X14487,Accident,1992-04-26,United States,Non-Fatal,Substantial,,piper,PA-38-112,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Landing,1992,True
30261,20001211X14476,Accident,1992-04-26,United States,Non-Fatal,Substantial,,cessna,172RG,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Landing,1992,True
30266,20001211X14406,Accident,1992-04-26,United States,Non-Fatal,Substantial,,piper,PA-32-260,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,1992,True
30268,20001211X14435,Accident,1992-04-27,United States,Non-Fatal,Substantial,,piper,PA-31-350,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,VMC,Landing,1992,True
30272,20001211X14533,Accident,1992-04-28,United States,Non-Fatal,Substantial,,cessna,150G,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1992,True
30274,20001211X14505,Accident,1992-04-28,United States,Non-Fatal,Substantial,,cessna,180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1992,True
30277,20001211X14407,Accident,1992-04-28,United States,Non-Fatal,Substantial,,cessna,140,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Takeoff,1992,True
30278,20001211X14490,Accident,1992-04-29,Haiti,Fatal(1),Destroyed,,piper,PA-32-300,No,0.0,Unknown,Unknown,1.0,0.0,0.0,0.0,VMC,,1992,True
30285,20001211X14534,Accident,1992-04-30,United States,Non-Fatal,Substantial,,cessna,182B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,1992,True
30287,20001211X14467,Accident,1992-04-30,United States,Non-Fatal,Substantial,,piper,PA-18A,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Takeoff,1992,True
30294,20001211X14561,Accident,1992-05-01,United States,Non-Fatal,Substantial,,cessna,172E,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,1992,True
30296,20001211X14675,Accident,1992-05-02,United States,Non-Fatal,Destroyed,,piper,PA-31-325,No,2.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Cruise,1992,True
30299,20001211X14646,Accident,1992-05-02,United States,Non-Fatal,Substantial,,cessna,172M,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Go-around,1992,True
30300,20001211X14621,Accident,1992-05-02,United States,Non-Fatal,Substantial,,piper,PA-28-140D,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,1992,True
30303,20001211X14705,Accident,1992-05-03,United States,Fatal(3),Destroyed,,cessna,310Q,No,2.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,Takeoff,1992,True
30305,20001211X14537,Accident,1992-05-03,United States,Fatal(5),Destroyed,,cessna,340,No,2.0,Reciprocating,Personal,5.0,0.0,0.0,0.0,UNK,Unknown,1992,True
30306,20001211X14677,Accident,1992-05-03,United States,Non-Fatal,Substantial,,cessna,T210L,No,1.0,Reciprocating,Personal,0.0,0.0,4.0,0.0,VMC,Approach,1992,True
30307,20001211X14676,Accident,1992-05-03,United States,Non-Fatal,Substantial,,boeing,PT-17,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1992,True
30309,20001211X14563,Accident,1992-05-03,United States,Non-Fatal,Substantial,,cessna,120,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Standing,1992,True
30311,20001211X14538,Accident,1992-05-03,United States,Non-Fatal,Substantial,,cessna,C-170B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1992,True
30312,20001211X14639,Incident,1992-05-04,United States,Incident,,,boeing,757-222,No,2.0,Turbo Fan,Unknown,1.0,0.0,0.0,61.0,VMC,Standing,1992,True
30313,20001211X14724,Accident,1992-05-04,United States,Non-Fatal,Substantial,,cessna,172N,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,1992,True
30315,20001211X14680,Accident,1992-05-04,United States,Non-Fatal,Substantial,,piper,PA23-150,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Takeoff,1992,True
30319,20001211X14668,Accident,1992-05-05,United States,Fatal(1),Destroyed,,cessna,152,No,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC,Maneuvering,1992,True
30320,20001211X14667,Accident,1992-05-05,United States,Fatal(3),Destroyed,,piper,PA-32-301,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,IMC,Go-around,1992,True
30321,20001211X14648,Accident,1992-05-05,United States,Non-Fatal,Destroyed,,cessna,150H,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Landing,1992,True
30323,20001211X14564,Accident,1992-05-05,United States,Non-Fatal,Substantial,,cessna,180B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,1992,True
30324,20001211X14669,Accident,1992-05-06,United States,Fatal(3),Destroyed,,piper,PA-28-181,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,IMC,Maneuvering,1992,True
30327,20001211X14681,Accident,1992-05-06,United States,Non-Fatal,Substantial,,cessna,182K,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,1992,True
30333,20001211X14582,Accident,1992-05-07,United States,Non-Fatal,Substantial,,piper,PA-24-250,No,1.0,Reciprocating,Personal,0.0,0.0,3.0,1.0,VMC,Cruise,1992,True
30337,20001211X14624,Accident,1992-05-08,United States,Non-Fatal,Substantial,,cessna,150F,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,1992,True
30338,20001211X14543,Accident,1992-05-08,United States,Non-Fatal,Substantial,,cessna,C-180J,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1992,True
30339,20001211X14540,Accident,1992-05-08,United States,Non-Fatal,Substantial,,cessna,180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,1992,True
30341,20001211X14536,Accident,1992-05-09,United States,Non-Fatal,Minor,,cessna,185,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,10.0,VMC,Cruise,1992,True
30344,20001211X14567,Accident,1992-05-09,United States,Fatal(1),Substantial,,cessna,150G,No,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC,Maneuvering,1992,True
30345,20001211X14542,Accident,1992-05-09,United States,Non-Fatal,Substantial,,cessna,182B,No,1.0,Reciprocating,Personal,0.0,1.0,1.0,1.0,VMC,Approach,1992,True
30346,20001211X14541,Accident,1992-05-09,United States,Non-Fatal,Substantial,,piper,PA-22,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,1992,True
30347,20001211X14536,Accident,1992-05-09,United States,Non-Fatal,Substantial,,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,10.0,VMC,Cruise,1992,True
30348,20001211X14619,Accident,1992-05-10,United States,Fatal(3),Destroyed,,piper,PA-18,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,Maneuvering,1992,True
30350,20001211X14584,Accident,1992-05-10,United States,Non-Fatal,Destroyed,,cessna,210M,No,1.0,Reciprocating,Personal,0.0,1.0,2.0,0.0,VMC,Approach,1992,True
30351,20001211X14576,Accident,1992-05-10,United States,Fatal(3),Destroyed,,cessna,177,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,Takeoff,1992,True
30354,20001211X14638,Accident,1992-05-10,United States,Non-Fatal,Substantial,,cessna,182,No,1.0,Reciprocating,Other Work Use,0.0,1.0,1.0,3.0,VMC,Takeoff,1992,True
30358,20001211X14583,Accident,1992-05-10,United States,Non-Fatal,Substantial,,cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,1992,True
